id,salary_from,salary_to,area,experience,employment,schedule,work_format,professional_role,is_premium,has_test,accept_temporary,is_gross,has_usd_in_description,published_at,description,name
131346167,615069.0,757008.0,Алматы,between3And6,full,fullDay,"['ON_SITE', 'HYBRID']",['Тестировщик'],False,False,False,True,True,2026-03-18 14:19:09+03:00,"Andersen is hiring a QA Engineer in Almaty to support a next-gen mobile banking app built on microservices, delivering new features, smooth user migration, and continuous platform scaling. The customer is a large financial institution serving millions of retail and corporate clients. It combines a broad physical presence with strong investment in digital platforms, mobile solutions, data infrastructure, cybersecurity, and open integrations. Technology is central to improving customer experience and scaling modern banking services. The project is the development of a next-generation mobile banking application built on a microservices architecture. The team is focused on delivering new functionality, attracting new customers, and gradually migrating existing users while continuously evolving and scaling the platform.   Responsibilities:   Preparing and maintaining test plans, writing and updating test cases. Performing manual testing of a mobile banking application for corporate clients. Reporting, tracking, and verifying defect fixes. Working in a cross-functional team with developers, analysts, and other project members.    Requirements:   Experience as a Manual QA Engineer for 3+ years. Understanding of testing types and methods with a focus on mobile applications. Experience working with test documentation, including test plans and test strategies. Knowledge of DBMS and practical SQL skills. Understanding of REST API principles, HTTP/HTTPS, and XML/JSON formats. Attention to detail and a high level of responsibility for quality. Ability to work effectively in a team and build communication with developers and analysts. Level of English – from Intermediate and above.    Nice to have:   Experience building testing processes from scratch. Experience in automation testing of native applications. Knowledge of Swift and/or Kotlin.    Reasons why this job would be interesting to you:   Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson & Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc.; The opportunity to change the project and/or develop expertise in an interesting business domain; Guarantee of professional, financial, and career growth! The company has introduced systems of mentoring and adaptation for each new employee; The opportunity to earn up to an additional 1,000 USD per month, depending on the level of expertise, which will be included in the annual bonus, by participating in the company's activities; Access to the corporate training portal, where the entire knowledge base of the company is collected and which is constantly updated; Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies); Certification compensation (AWS, PMP, etc); Referral program; English courses; Private health insurance and compensation for sports activities.     ",QA Engineer
131227454,200000.0,800000.0,Астана,between1And3,part,flexible,['HYBRID'],"['BI-аналитик, аналитик данных']",False,False,True,True,False,2026-04-11 15:38:05+03:00,"Откройте для себя возможность стать частью команды DataGroup — школы практической аналитики данных в Казахстане, где мы обучаем с нуля и доводим студентов до реальных навыков работы с данными.Обязанности  Ведение курса Data Analytics (Excel, SQL, Python, Power BI) Проведение практических занятий Проверка домашних заданий Обратная связь студентам Помощь в подготовке финального проекта  Требования  Опыт работы аналитиком от 2 лет Уверенные навыки Excel, SQL, Python (Pandas), Power BI Умение понятно объяснять сложные вещи Опыт преподавания  Условия  Гибкий график Готовая программа курса Долгосрочное сотрудничество ",Преподаватель-практик Data Analytics
131228166,2365650.0,2838780.0,Алматы,moreThan6,full,remote,['REMOTE'],['Руководитель проектов'],False,False,True,True,False,2026-04-11 18:55:40+03:00,"Ниже перевод вакансии на русский язык. Описание роли Проектный менеджер с опытом управления eCommerce‑решениями и сервисами на базе AWS, включая инициативы по внедрению и миграции приложений. Требуется доступность с пересечением рабочего времени 8 часов (с 7:00 до 15:00 по времени Чикаго) и способность руководить кросс‑функциональными командами и обеспечивать успешную реализацию сложных проектов. Обязательные требования   Наличие высшего образования (колледж/университет) или эквивалентной профессиональной сертификации.   10+ лет непосредственного опыта управления проектами в командах разработки ПО в agile‑среде.   Подтвержденный опыт применения проектных практик: подготовка устава проекта, планирование и расписание работ, успешное завершение проектов.   Отличные межличностные навыки для работы с чувствительными вопросами, развития других сотрудников и влияния на коллег внутри и вне отдела для достижения необходимых действий.   Сильные навыки управления проектами, лидерские качества, отличные коммуникативные навыки, умение эффективно работать с несколькими задачами одновременно, развитые аналитические и организационные способности.   Практические знания MS Azure DevOps.   Преимущества (желательные навыки)   Магистерская степень в области компьютерных наук, информационных систем или близких дисциплин.   Наличие PMP‑сертификации (предпочтительно).   Опыт управления проектами на базе ИИ (AI) и облачными проектами (AWS) приветствуется.   Практические знания Confluence.   Продвинутые навыки работы с Excel, MS PowerPoint и MS Project.   Сильные навыки коммуникации и презентации.   Знание Power BI очень желательно.   Наличие сертификатов в области качества и/или управления изменениями приветствуется.   Опыт работы с управлением данными / Big Data очень желателен.   Обязанности Менеджер программы отвечает за успешное завершение проектов в срок, в рамках бюджета и без ошибок. Основная ответственность — управление планированием и исполнением задач членов проектной команды. Специалист будет отвечать за управление уставом проекта, коммуникациями, метриками, отчетностью, а также за общий план и бюджет проекта. Основные обязанности:   Применять предыдущий опыт управления проектами и деловую хватку для координации работы кросс‑функциональных команд.   Определять границы (объем) программы с показателями успешности, чтобы получить запланированные выгоды от программы в заданные сроки.   Приоритизировать требования программы совместно с продакт‑менеджерами, продукт‑оунерами и другими стейкхолдерами.   Управлять зависимостями между несколькими командами, обеспечивая соответствие общей дате поставки проекта.   Разрабатывать и поддерживать графики (расписания) управления проектами.   Использовать профессиональные инструменты и техники управления проектами для ведения отчетности, трекинга, чек‑листов, работы с ПО для календарного планирования и делегирования задач.   Управлять изменениями и брать на себя активное лидерство в своевременном принятии решений.   Управлять расписаниями, отражающими детальную информацию, связанную с изменениями: затронутые компоненты и функции, проблемы, риски, сроки этапов завершения проекта, стоимость и т.д.   Работать с членами команд из разных функциональных областей и с заказчиками для установления сроков завершения задач.   Отслеживать прогресс проектов, обсуждать проблемы с заинтересованными участками, обеспечивать информирование соответствующих сотрудников о проблемах и предпринимаемых шагах для соблюдения графика.   В зависимости от характера проблем предлагать возможные решения и альтернативы.   Предоставлять регулярные отчеты для высшего руководства.    ",Project Manager
131868702,200000.0,250000.0,Алматы,between1And3,full,remote,['REMOTE'],['Специалист технической поддержки'],False,False,False,False,False,2026-04-09 12:46:51+03:00,"Компания Hero’s Journey - это фит-тек стартап, который изобрел новый формат фитнес-клубов, где клиенты тренируются в 2.5 раза регулярнее и гораздо эффективнее, чем в традиционных фитнес-залах. Для этого мы используем итеративно-продуктовый стартап-подход, применяя технологии, геймификацию и Data Science, чтобы непрерывно улучшать продукт. Главная ценность Hero’s Journey – команда профессионалов. Мы нанимаем людей, опираясь на потенциал, личностные качества и нацеленность на достижение результата. Индивидуально оцениваем вклад каждого сотрудника в достижение общих целей. Мы убеждены, что каждый является автором своих жизненных результатов. Каждый сотрудник нашей компании — это уникальный опыт и знания, которые мы ценим. Мы ищем Tech Support Manager, который будет отвечать за качественную техническую поддержку клиентов и эффективное взаимодействие с командой разработки.  Основные требования:    Опыт работы в технической поддержке / сервисном обслуживании от 1–2 лет.   Технический бэкграунд и понимание базовых принципов работы IT-продуктов.   Грамотная письменная и устная речь.   Знание английского языка (не ниже Intermediate (B1–B2)).   Развитые коммуникативные навыки, умение работать с клиентами.   Ответственность, самостоятельность, быстрая обучаемость.   Обязанности:   Обработка и сопровождение клиентских запросов.   Консультация пользователей по техническим вопросам.   Грамотная фиксация, передача и сопровождение багов в работе с командами разработки.   Эскалация сложных и нестандартных запросов.   Коммуникация с клиентами до полного решения обращения.   Взаимодействие с внутренними командами (product, development, QA)   Что мы предлагаем:   формат работы: онлайн 5/2, 1 день в неделю - обязательно работа из офиса;   руководство, готовое поддерживать вас и помогать в развитии;   участие в построении международного стартапа-единорога;   безлимитный абонемент во все фитнес студии Hero's Journey;   официальное трудоустройство.    ",Tech Support Manager
131778421,700000.0,1200000.0,Алматы,between3And6,full,fullDay,['ON_SITE'],"['Программист, разработчик']",False,False,True,False,False,2026-04-11 12:16:50+03:00,"Компания Hero’s Journey - это фит-тек стартап, который изобрел новый формат фитнес-клубов, где клиенты тренируются в 2.5 раза регулярнее и гораздо эффективнее, чем в традиционных фитнес-залах. Для этого мы используем итеративно-продуктовый стартап-подход, применяя технологии, геймификацию и Data Science, чтобы непрерывно улучшать продукт. Главная ценность Hero’s Journey – команда профессионалов. Мы нанимаем людей, опираясь на потенциал, личностные качества и нацеленность на достижение результата. Индивидуально оцениваем вклад каждого сотрудника в достижение общих целей. Мы убеждены, что каждый является автором своих жизненных результатов. Каждый сотрудник нашей компании — это уникальный опыт и знания, которые мы ценим. В нашу команду ищем Middle Full-stack Developer для участия в интересном и амбициозном проекте! Владение / наличие следующих навыков и знаний определят Ваш квалификационный уровень:   Уверенное знание TypeScript.   Опыт работы с React (React Hooks, современный стек).   Опыт разработки на Node.js (Express или NestJS).   Работа с СУБД: PostgreSQL и/или MongoDB.   Опыт использования Redis (кэширование, очереди).   Практика написания тестов (Jest, React Testing Library).   Опыт контейнеризации и работы с Docker.   Уверенное владение Git, опыт работы с CI/CD.   Знание принципов базовой безопасности веб-приложений.   Будет плюсом:   Знание облачных сервисов (AWS).   Опыт работы с Next.js (RSC/SSR).   Навыки работы с WebSockets и GraphQL.   Опыт использования систем очередей.   Практика в области наблюдаемости (observability).   Обязанности:    Разработка и поддержка веб-приложений на React / Next.js (frontend) и Node.js / NestJS (backend).   Проектирование и реализация API.   Интеграция с базами данных и системами кэширования.   Написание и поддержка автоматизированных тестов.   Участие в код-ревью и планировании задач.   Оптимизация производительности и повышение стабильности приложений.   Технологии, с которыми работаем:   Node.js (Express)   GraphQL (Apollo Server, TypeGraphQL)   PostgreSQL / MongoDB   Redis   Docker / GitHub Actions / AWS   Что мы предлагаем:   работа в офисе напротив Esentai Mall (пр. Аль-Фараби 120/48, 3 этаж);   руководство, готовое поддерживать вас и помогать в развитии;   участие в построении международного стартапа-единорога;   безлимитный абонемент во все фитнес студии Hero's Journey;   официальное трудоустройство  ",Middle/Senior Full-stack Developer
131986564,1000000.0,1000000.0,Астана,between3And6,full,fullDay,['ON_SITE'],"['Менеджер по логистике, менеджер по ВЭД']",False,False,False,False,False,2026-04-09 12:38:32+03:00,"Логист по железнодорожным перевозкам (контейнерные перевозки, полный цикл) Ищем сильного специалиста, который умеет контролировать процесс на всех этапах и брать на себя ответственность за результат. Это позиция для тех, кто не просто оформляет перевозки, а управляет ими. 🔹 Зона ответственности  Полный цикл ведения ЖД перевозок (контейнерные, фитинговые платформы) Работа с собственниками подвижного состава (РФ, КНР) Контроль погрузки, перегруза и движения вагонов Управление рисками и оперативное решение проблемных ситуаций Взаимодействие со станциями, грузоотправителями и получателями Контроль документооборота и финансового закрытия сделок  🔹 Обязательные компетенции  Практический опыт работы в системах: АСУ ДКР, RWL, ЭТРАН, e-Telegram, 1С Умение вести проекты под ключ: от заключения договора до закрытия бухгалтерских документов Глубокое понимание ЖД логистики и процессов перевозки Уверенный Excel (аналитика, контроль, работа с большими массивами данных) Опыт работы с тарифами, расчетами и оптимизацией логистики  🔹 Наш кандидат  Опыт от 5 лет в ЖД логистике Самостоятельный, системный, умеет держать под контролем сложные процессы Не перекладывает ответственность — доводит перевозку до результата Знание английского и/или китайского — как плюс  🔹 Условия  Конкурентная заработная плата (обсуждается индивидуально с сильными кандидатами) Работа в компании, где ценят результат, а не процесс ради процесса Возможность влиять на решения и выстраивать эффективные схемы перевозок Сильная команда и живые проекты ",Менеджер по логистике
131961929,,570000.0,Астана,between1And3,full,fullDay,['ON_SITE'],['Руководитель проектов'],False,False,False,True,False,2026-04-08 16:38:26+03:00,"Astana Hub ищет проектного менеджера по работе с участниками. Мы ищем специалиста, который будет сопровождать участников Astana Hub на всех этапах - от отбора до ежедневной работы в экосистеме, помогать им разбираться в условиях и обязательствах, а также развивать процессы и аналитику по участникам. Чем предстоит заниматься:  Проведение отбора и сопровождение участников Astana Hub в течение всего срока их участия; Ведение и развитие системы встречных обязательств на портале Astana Hub: понятные правила, разъяснения, мониторинг выполнения; Кастдев‑интервью, опросы и фокус‑группы с участниками для выявления потребностей и зон улучшения условий участия; Участие в оптимизации и оцифровке бизнес‑процессов, подготовка аналитики и отчетности по вовлеченности и выполнению обязательств; Разъяснительная работа: консультации, вебинары, Q&A‑сессии, гайды, инструкции и рассылки для участников; Участие в организации инфосессий, нетворкинга, образовательных и комьюнити‑активностей.  Что мы ожидаем:  Опыт работы с людьми и проектами (от 2–3 лет); Сильные коммуникативные и аналитические навыки; Умение работать с данными и выстраивать системные процессы; Уверенное владением Excel / Google Sheets (формулы, сводные таблицы, базовая визуализация данных); приветствуется опыт работы с Power BI или другими BI инструментами и дэшбордами.  Что мы предлагаем:  График 5/2, с 9:00 до 18:30; Медицинская страховка; Обучение; Материальная помощь; Корпоративная развозка; Участие в программах, меняющих рынок IT-образования в Казахстане; Работа в профессиональной, амбициозной команде Astana Hub; Возможность развиваться и влиять на развитие национальной инновационной экосистемы; Современный офис на территории EXPO в самом сердце IT-кластера;  Участие в различных благотворительных акциях, марафонах, квестах и квизах, интересные конкурсы, обучения от компании.   Если вы хотите влиять на развитие экосистемы Astana Hub и помогать ИТ‑компаниям и стартапам расти быстрее - добро пожаловать в Astana Hub!",Проектный менеджер
131835361,400000.0,600000.0,Алматы,between1And3,full,fullDay,['ON_SITE'],"['Менеджер по продажам, менеджер по работе с клиентами']",False,False,False,False,False,2026-04-10 11:51:43+03:00,"Обязанности:   Полное ведение кабинета Kaspi Shop: загрузка новых моделей велосипедов, аксессуаров и запчастей (создание карточек, описание характеристик, добавление качественных фото).   Управление ценообразованием: ежедневный мониторинг цен конкурентов, работа с демпингом и поддержание конкурентоспособности магазина.   Обработка заказов: оперативное подтверждение заявок, контроль за своевременной сборкой и передачей заказов курьерской службе Kaspi.   Работа с отзывами и рейтингом: ответы на вопросы покупателей, работа с негативом и поддержание рейтинга магазина на уровне 5.0.   Контроль остатков: своевременное обновление наличия товара на складе, чтобы избежать отмен заказов.   Участие в акциях: запуск и контроль участия магазина в «Kaspi Жума» и других маркетинговых активностях банка.   Требования:   Опыт работы с Kaspi Shop: вы четко понимаете, как работают алгоритмы платформы и за что магазин могут заблокировать.   Знание продукта: базовое понимание устройства велосипедов (чем отличается горный от шоссейного, что такое навесное оборудование Shimano и т.д.) или готовность быстро вникнуть в тему.   Грамотность: свободное владение русским и казахским языками для переписки с клиентами.   Внимательность: работа с артикулами и ценами не терпит ошибок   Навыки работы в графических редакторах: минимальная обработка фото (удаление фона, кадрирование) будет большим преимуществом.   Условия:   Стабильный доход: фиксированный оклад + бонусы от объема продаж через Kaspi.   График работы: 6/1   Обучение: если вы профи в Kaspi, но не разбираетесь в велосипедах — мы научим.   Скидки для сотрудников: возможность приобрести велосипед и экипировку по себестоимости.   Локация: офис при магазине (Гагарина 244А).  ",Менеджер Каспи магазина
132010766,150000.0,250000.0,Астана,between1And3,full,fullDay,['ON_SITE'],['Специалист по информационной безопасности'],False,False,False,False,False,2026-04-10 08:43:07+03:00,"Мы — быстро растущий стартап: информационная безопасность, ИТ-мониторинг, аналитика, автоматизация процессов, визуализация данных и многое другое. Ищем специалиста, который хочет развиваться в инженерии и аналитике данных, касается ли это ИБ или широкого спектра ИТ-задач. Что предстоит делать  Участвовать в настройке и развитии Splunk-экосистемы (корреляции, дашборды, поиск, оптимизация производительности). Проводить мониторинг событий информационной безопасности. Работать с SIEM-системами (опыт со Splunk — большой плюс). Участвовать в ИТ-мониторинге: метрики инфраструктуры, логирование, доступность сервисов. Настраивать и поддерживать интеграции: сервера, сетевое оборудование, приложения. Работать с Nessus для выявления уязвимостей. Помогать в разработке автоматизаций (alerting, ранние предупреждения, реакции на инциденты). Подготавливать отчётность и документацию. Вносить вклад в улучшение архитектуры мониторинга в компании.  Будет огромным плюсом, если интересуешься или хочешь развиваться в:  Аналитике логов и построении поисковых запросов (SPL). AIOps (автоматическое выявление аномалий, корреляция событий). Observability (traces, logs, metrics) в Splunk. Построении дашбордов для бизнеса и ИТ. Автоматизации обработки инцидентов (SOAR, playbooks).  Требования  Опыт работы в сфере IT или информационной безопасности. Базовый опыт работы с SIEM-системами. Знание принципов виртуализации (VMware, Hyper-V и др.). Знание нормативных документов РК в области ИБ. Навыки работы с Nessus или аналогичными сканерами уязвимостей. Понимание операционных систем (Windows / Linux) на уровне уверенного пользователя/администратора. Желание развиваться в направлении Splunk-инженерии и аналитики.  Условия  На период испытательного срока — оформление по ГПХ. Заработная плата: фикс + KPI (зависит от количества и сложности выполненных задач). Работа в небольшом, очень быстрых темпах развивающемся стартапе. Возможность напрямую влиять на решения и архитектуру. Наставничество от специалистов, работающих со Splunk на продвинутом уровне. Быстрый профессиональный рост: от junior до полноценного Security Engineer / Security Analyst. ",Младший инженер по информационной безопасности / Security Engineer (Junior)
131645420,350000.0,400000.0,Шымкент,noExperience,full,fullDay,['ON_SITE'],['Аналитик'],False,False,False,True,False,2026-03-30 08:33:28+03:00,"Обязанности:  Управление доходностью рейсов за счёт квотирования классов бронирования; Контроль коммерческой загрузки пассажирских рейсов на закреплённых маршрутах; Мониторинг ценовой политики и расписания конкурентов; Анализ рыночной ситуации и участие в формировании тарифной политики; Разработка и применение сезонных правил в системе управления доходами; Работа с внутренними системами управления доходами и их оптимизация; Обеспечение корректной работы внедрённых программных продуктов; Взаимодействие со смежными подразделениями компании; Выполнение поручений руководства и участие в решении операционных задач отдела.  Требования: — Высшее образование (экономика, математика, транспорт, авиация будет преимуществом); — Аналитическое мышление и умение работать с большим объёмом данных; — Опыт работы в авиации / revenue management / аналитике - приветствуется; — Уверенное владение Excel и аналитическими инструментами; — Внимательность к деталям и ответственность; — Умение работать в команде и в условиях многозадачности;   Знание казахского и английского языков;   Уверенное владение Excel.     Условия:  Оформление по трудовому договору;  — Возможен сменный график; — Обучение 10-14 дней (без опллаты); — Испытательный срок - 3 месяца; — После прохождения испытательного срока - дополнительная стимулирующая надбавка; — Скидки на авиаперелеты при достижении установленного трудового стажа.",Менеджер отдела управления маршрутами
132015426,500000.0,,Алматы,moreThan6,full,fullDay,['ON_SITE'],"['Финансовый аналитик, инвестиционный аналитик']",False,False,False,True,False,2026-04-10 10:22:16+03:00,"Вакансия: Финансовый аналитик в стоматологию О компании Мы — развивающаяся стоматологическая клиника с фокусом на рост, прибыль и прозрачную систему управления. Строим управляемый бизнес, где каждое решение основано на цифрах, а не на ощущениях.   Цель роли Обеспечить собственника и руководство точной, своевременной и понятной финансовой аналитикой, а также выстроить систему контроля денег, прибыли и рентабельности клиники.   Чем предстоит заниматься Управленческий учет и отчетность  Ведение и контроль управленческого учета (ДДС, ОПиУ, баланс) Ежемесячное закрытие периода (до 5–10 числа) Сверка данных: MacDent / 1С / касса / банк Формирование отчетов:  выручка по врачам и направлениям рентабельность услуг ФОТ дебиторка / кредиторка   Анализ отклонений план/факт    Контроль денежных потоков  Ведение ДДС и платежного календаря Контроль кассовой дисциплины (Z-отчеты, онлайн-касса) Сверка фактических поступлений Предотвращение кассовых разрывов Контроль заявок на оплату    Аналитика и прибыль  Анализ:  рентабельности по врачам / услугам / направлениям влияния скидок, рассрочек, комиссий   Контроль себестоимости (материалы, ЗТЛ) Участие в формировании ценовой политики Поиск точек роста прибыли    Контроль расходов и ФОТ  Контроль и анализ расходов (маркетинг, аренда, материалы, ФОТ и др.) Проверка экономической обоснованности затрат Контроль фонда оплаты труда Проверка расчета зарплат, бонусов и KPI    Операционный финансовый контроль  Контроль дебиторской и кредиторской задолженности Участие в инвентаризациях Контроль учета основных средств и амортизации Контроль разделения личных и корпоративных денег    Финансовое моделирование  Расчет окупаемости:  оборудования маркетинга новых сотрудников   Подготовка аналитики для управленческих решений    Что важно  Опыт в финансах / управленческом учете от 3 лет Уверенный Excel / Google Sheets (обязательно) Опыт работы с 1С, FinTablo, MacDent — будет плюсом Понимание разницы между бухгалтерским и управленческим учетом Умение “читать бизнес через цифры”, а не просто вести таблицы    Что мы ждем по результату  Прозрачные и точные отчеты Контроль денег и отсутствие кассовых разрывов Понимание, где клиника зарабатывает, а где теряет Своевременная аналитика для принятия решений    KPI  Своевременное закрытие месяца Точность отчетности Контроль ДДС без кассовых разрывов Выполнение плановой рентабельности Снижение необоснованных расходов    Условия  Фикс + бонус от результата (привязка к прибыли) Работа напрямую с собственником Доступ ко всем финансовым данным и влиянию на бизнес Возможность вырасти до Финансового директора    Это не “табличник”, а человек, который:видит деньги, управляет прибылью и влияет на бизнес через цифры Цель: Прозрачная финансовая картина бизнеса, контроль денежных потоков и рост рентабельности клиники.   Мы предлагаем  Фиксированную зарплату + бонус от результата Прямую работу с собственником Влияние на финансовый результат бизнеса Возможность роста до Финансового директора Доступ ко всей финансовой информации компании    Как откликнуться Оставьте отклик и в сопроводительном письме кратко опишите: С какими отчетами вы работали (ДДС, ОПиУ и т.д.) Как вы влияли на прибыль компании Кейсы работ",Финансовый аналитик в стоматологию
131619559,1000000.0,1000000.0,Астана,between3And6,full,fullDay,['FIELD_WORK'],['Менеджер по закупкам'],False,False,False,False,False,2026-03-27 15:38:43+03:00,"Обязанности:  Разработка графиков поставок с привязкой к этапам строительства Согласование заявок с прорабами, ПТО и руководителями проектов Контроль лимитов по смете Проведение тендеров и выбор поставщиков Заключение договоров поставки и контроль их выполнения Ведение базы проверенных поставщиков Организация доставки материалов точно “в срок” (just-in-time) Контроль транспортных расходов Координация разгрузки на стройплощадке Решение проблем с задержками и срывами поставок Договоры, спецификации, счета, накладные Контроль закрывающих документов (акты, УПД) Взаимодействие с бухгалтерией Курирование несколькими объектами  Требования:  Высшее образование (предпочтительно):  строительство логистика экономика / менеджмент   Дополнительно приветствуется:  курсы по закупкам, снабжению, управлению цепями поставок Опыт в снабжении/закупках: от 3–5 лет Обязательно в строительстве: от 2–3 лет Опыт на руководящей позиции (желательно) Практика работы с крупными объектами или генподрядом — большой плюс Уверенное владение:  1С (склад, закупки) Excel (аналитика, расчеты)   Умение анализировать большие объемы данных    Условия:  Стандартно: 5/2 (понедельник–пятница) Часто: ненормированный график Возможны:  срочные задачи вне рабочего времени работа в выходные при “горящих” объектах Офис + регулярные выезды на строительные объекты Возможен разъездной характер работы Иногда:  несколько объектов одновременно командировки (в другие города/регионы)     ",Главный снабженец
